(7, 7)
(8, 8)
(7, 6)
(7, 8)
(6, 8)
(8, 6)
(6, 7)
(6, 5)
(8, 5)
(5, 8)
(7, 4)
(9, 4)
(5, 7)
(4, 7)
(4, 6)
(3, 5)
(6, 9)
(6, 10)
(6, 6)
(7, 3)
(5, 9)
(4, 9)
(10, 7)
(9, 6)
(9, 7)
(8, 7)
(8, 9)
(7, 9)
(5, 11)
(3, 9)
(5, 5)
(5, 3)
(4, 4)
(3, 3)
(3, 6)
(5, 6)
(11, 6)
(9, 8)
(6, 3)
(4, 5)
(8, 4)
(7, 5)
(11, 5)
(11, 7)
(6, 4)
(5, 4)
(12, 4)
(4, 3)
(3, 2)
(10, 8)
(11, 8)
(3, 10)
(4, 10)
(3, 11)
(3, 8)
(2, 3)
(1, 3)
(5, 2)
(3, 4)
(1, 9)
(2, 8)
(3, 7)
(10, 4)
(4, 12)
(10, 6)
(13, 3)
(0, 8)
(1, 12)
(2, 11)
(3, 12)
(3, 13)
(2, 12)
(0, 12)
(5, 12)
White win
