(7, 7)
(8, 7)
(7, 8)
(7, 6)
(9, 8)
(8, 8)
(8, 9)
(9, 10)
(6, 9)
(7, 10)
(5, 9)
(7, 9)
(6, 10)
(6, 8)
(4, 8)
(3, 7)
(5, 7)
(3, 9)
(5, 10)
(5, 11)
(4, 11)
(3, 12)
(3, 10)
(4, 10)
(6, 12)
(6, 13)
(2, 9)
(1, 8)
(5, 6)
(5, 8)
(4, 5)
(6, 7)
(8, 5)
(6, 5)
(5, 4)
(6, 3)
(6, 6)
(5, 5)
(4, 6)
(4, 7)
(2, 6)
(3, 6)
(2, 4)
(2, 5)
(1, 4)
(3, 4)
(3, 5)
(1, 3)
(1, 7)
(5, 3)
(4, 3)
(0, 8)
(8, 12)
(7, 11)
(7, 12)
(9, 12)
(9, 11)
(10, 10)
(11, 10)
(4, 2)
(3, 1)
(6, 2)
(6, 4)
(8, 4)
(7, 3)
(8, 2)
(7, 2)
(7, 1)
(8, 0)
(9, 3)
(10, 4)
(2, 8)
(3, 8)
(6, 11)
(10, 7)
(10, 5)
(11, 8)
(9, 6)
(11, 9)
(11, 7)
(11, 11)
(11, 12)
(12, 11)
(10, 11)
(10, 9)
(13, 12)
(12, 9)
(9, 9)
(12, 10)
(12, 8)
(13, 9)
(14, 9)
(10, 12)
(14, 8)
(9, 13)
Black win
