(7, 7)
(6, 7)
(7, 6)
(7, 5)
(8, 6)
(6, 6)
(6, 8)
(9, 5)
(7, 9)
(7, 8)
(5, 7)
(8, 10)
(5, 9)
(4, 10)
(8, 9)
(6, 9)
(8, 7)
(6, 5)
(8, 5)
(8, 8)
(10, 7)
(9, 8)
(9, 6)
(11, 8)
(10, 8)
(10, 6)
(8, 4)
(8, 3)
(7, 4)
(6, 3)
(6, 4)
(5, 4)
(9, 4)
(10, 4)
(10, 3)
(11, 2)
(4, 5)
(4, 6)
(9, 7)
(11, 7)
(11, 9)
(12, 10)
(5, 10)
(5, 8)
(11, 4)
(1, 7)
(2, 8)
(5, 3)
(4, 3)
(2, 6)
(3, 6)
(3, 5)
(4, 4)
(5, 2)
(5, 1)
(12, 8)
(13, 9)
(12, 9)
(12, 7)
(4, 2)
(10, 5)
(12, 3)
(11, 6)
(13, 8)
(12, 5)
(13, 6)
(10, 11)
(9, 9)
(8, 1)
(9, 2)
(7, 3)
(7, 10)
(8, 11)
(10, 10)
(9, 10)
(12, 12)
(12, 11)
(11, 11)
White win
