(7, 7)
(8, 8)
(8, 7)
(6, 7)
(6, 8)
(8, 6)
(7, 9)
(7, 6)
(9, 6)
(7, 8)
(5, 6)
(5, 7)
(8, 5)
(7, 4)
(7, 5)
(9, 5)
(4, 7)
(3, 8)
(4, 9)
(4, 10)
(3, 9)
(5, 9)
(4, 5)
(4, 6)
(3, 6)
(2, 5)
(5, 4)
(6, 3)
(3, 4)
(3, 5)
(2, 4)
(4, 4)
(5, 3)
(5, 5)
(3, 3)
(6, 4)
(7, 3)
(2, 3)
(10, 4)
(2, 8)
(3, 7)
(1, 8)
(0, 8)
(2, 9)
(2, 10)
(3, 10)
(4, 11)
(6, 2)
(6, 5)
(4, 2)
(5, 2)
(10, 7)
(1, 9)
(3, 11)
(7, 10)
(12, 7)
(11, 7)
(5, 8)
(4, 8)
(10, 8)
(10, 9)
(11, 6)
(9, 8)
(9, 10)
(9, 3)
(8, 2)
(10, 2)
(8, 4)
(10, 5)
(10, 3)
(6, 1)
(11, 9)
(12, 10)
(10, 11)
(8, 9)
(11, 10)
(6, 11)
(5, 12)
(11, 4)
(12, 3)
(5, 1)
(5, 0)
(2, 6)
(9, 12)
(12, 9)
(9, 11)
(9, 13)
(11, 11)
(12, 11)
(11, 12)
(11, 13)
(11, 8)
White win
