(7, 7)
(6, 7)
(7, 6)
(7, 5)
(8, 6)
(6, 6)
(6, 8)
(9, 5)
(8, 4)
(8, 5)
(6, 5)
(7, 8)
(5, 6)
(5, 4)
(4, 7)
(3, 8)
(5, 9)
(4, 10)
(7, 9)
(5, 7)
(6, 9)
(8, 9)
(6, 10)
(6, 11)
(4, 8)
(3, 7)
(5, 11)
(8, 8)
(7, 10)
(5, 8)
(3, 9)
(4, 9)
(7, 12)
(8, 12)
(4, 12)
(3, 13)
(9, 10)
(8, 10)
(8, 11)
(6, 13)
(5, 12)
(5, 13)
(4, 13)
(3, 12)
(2, 7)
(7, 11)
(6, 12)
(10, 9)
(7, 4)
(8, 3)
(10, 5)
(10, 10)
(11, 9)
(10, 8)
(10, 11)
(11, 7)
(9, 9)
(9, 8)
(11, 8)
(10, 7)
(10, 6)
(12, 7)
(13, 7)
(11, 6)
(12, 5)
(8, 7)
(9, 7)
(9, 12)
(11, 4)
(10, 3)
(12, 4)
(12, 3)
(10, 4)
(9, 4)
(11, 5)
(13, 3)
(12, 6)
(9, 3)
(14, 8)
Black win
