(7, 7)
(8, 8)
(8, 7)
(6, 7)
(6, 8)
(8, 6)
(7, 9)
(7, 8)
(5, 6)
(5, 7)
(4, 7)
(6, 5)
(4, 8)
(4, 9)
(5, 9)
(3, 7)
(3, 10)
(4, 10)
(3, 8)
(2, 8)
(4, 6)
(3, 6)
(2, 9)
(1, 10)
(5, 11)
(4, 11)
(4, 12)
(6, 10)
(5, 12)
(5, 10)
(3, 12)
(6, 12)
(3, 11)
(3, 9)
(7, 10)
(6, 11)
(6, 13)
(5, 13)
(2, 12)
(1, 12)
(3, 13)
(3, 14)
(1, 11)
(4, 14)
(7, 11)
(7, 12)
(8, 13)
(4, 5)
(5, 4)
(7, 5)
(8, 5)
(6, 4)
(5, 3)
(5, 5)
(3, 5)
(6, 2)
(6, 3)
(7, 3)
(5, 2)
(7, 4)
(7, 2)
(8, 4)
(5, 1)
(5, 0)
(9, 3)
(10, 6)
(9, 5)
(10, 8)
(9, 7)
(10, 7)
(10, 5)
(9, 6)
(11, 6)
(10, 4)
(9, 4)
(8, 3)
(11, 10)
(1, 14)
(10, 9)
(2, 14)
(0, 14)
(5, 14)
White win
